TARGET_B,TARGET_D,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,BIN_MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,BIN_PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,BIN_LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,BIN_FILE_AVG_GIFT,FILE_CARD_GIFT
0,0,113,58,0,4,1,24,1,F,7,1,B,6,2083,3,818,97,39956,9,0,34,21,48,0,0,5,1,0.095,20.0,0.091,25.0,2,1,27.0,28,65,200.0,13,15.38,3,20.0,25.0,5.0,15.0,5,12,27,113,15.38,3,9
0,0,77,64,0,3,1,12,0,U,2,1,N,0,910,2,484,92,17977,7,0,20,59,18,0,0,5,1,0.053,20.0,0.0,0.0,1,0,18.0,20,53,72.0,5,14.4,2,10.0,20.0,10.0,20.0,6,14,18,66,14.4,2,1
1,6,113,69,0,3,2,16,1,M,2,1,B,3,687,1,368,89,14581,5,0,40,26,45,1,1,6,3,0.316,6.33,0.4,6.5,6,4,16.0,28,70,116.0,19,6.11,0,5.0,8.0,3.0,6.0,5,13,16,105,6.11,0,11
0,0,29,66,0,3,2,20,1,F,5,1,B,19,689,1,296,60,13552,4,0,34,22,35,0,0,5,1,0.16699999999999998,10.0,0.0,0.0,2,0,18.0,7,22,20.0,2,10.0,1,10.0,15.0,5.0,15.0,4,11,18,32,10.0,1,0
1,7,77,31,0,4,2,26,0,F,3,1,B,0,685,1,288,69,15832,6,0,42,18,45,0,0,5,4,0.353,6.83,0.25,6.5,6,2,16.0,18,43,54.0,9,6.0,0,5.0,8.0,3.0,7.0,6,13,16,75,6.0,0,4
0,0,65,63,0,3,2,16,1,F,3,1,B,4,727,1,404,93,16296,6,0,35,29,38,1,1,6,2,0.136,21.67,0.091,30.0,3,1,18.0,22,52,171.0,13,13.15,2,24.0,30.0,6.0,10.0,5,12,18,65,13.15,2,6
1,5,77,57,0,3,3,21,0,F,2,0,P,0,574,1,341,80,15146,5,0,34,40,24,1,1,6,4,0.43799999999999994,5.57,0.6,5.67,7,6,17.0,20,47,70.0,13,5.38,0,2.0,7.0,5.0,5.0,6,12,17,67,5.38,0,9
0,0,137,22,0,3,3,21,1,F,2,1,B,16,574,1,341,80,15146,5,0,34,40,24,1,9,1,1,0.11800000000000001,14.0,0.0,0.0,2,0,15.0,29,77,200.0,26,7.69,0,10.0,15.0,5.0,15.0,3,10,15,130,7.69,0,14
0,0,137,45,0,4,2,25,1,F,5,1,B,20,693,1,215,15,12013,3,0,13,38,6,1,1,6,3,0.313,8.8,0.444,9.0,5,4,21.0,26,58,91.0,14,6.5,0,7.0,10.0,3.0,10.0,6,13,21,117,6.5,0,10
1,21,17,55,0,3,1,13,1,M,7,1,B,7,1453,3,512,71,22926,8,2,34,17,52,0,0,3,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,21.0,5,13,15.0,1,15.0,2,0.0,15.0,15.0,15.0,3,8,21,21,15.0,2,1
0,0,17,27,0,3,1,12,1,F,5,1,B,7,910,2,484,92,17977,7,0,20,59,18,0,0,2,1,0.2,15.0,0.0,0.0,1,0,16.0,5,13,15.0,1,15.0,2,0.0,15.0,15.0,15.0,4,11,16,16,15.0,2,0
1,10,65,35,0,3,1,12,1,F,5,1,B,8,910,2,484,92,17977,7,0,18,62,17,0,0,5,1,0.053,15.0,0.0,0.0,1,0,26.0,16,42,30.0,4,7.5,0,12.0,15.0,3.0,15.0,4,10,26,65,7.5,0,3
0,0,41,36,0,3,1,12,1,F,7,1,B,5,975,2,479,79,18509,7,0,23,44,8,0,0,5,1,0.053,20.0,0.111,20.0,1,1,21.0,15,38,52.0,3,17.33,3,5.0,20.0,15.0,20.0,6,12,21,45,17.33,3,2
0,0,101,68,0,3,1,11,0,F,4,1,M,0,669,1,358,71,16826,6,0,29,20,33,1,1,6,4,0.4,15.63,0.455,15.4,8,5,15.0,30,76,260.0,22,11.82,2,17.0,20.0,3.0,17.0,7,17,15,104,11.82,2,13
0,0,113,62,0,3,3,21,1,M,6,1,B,15,550,1,252,62,9048,1,1,21,53,18,0,0,5,3,0.28600000000000003,11.0,0.429,10.33,4,3,21.0,17,44,103.0,12,8.58,1,8.0,13.0,5.0,10.0,2,6,19,105,8.58,1,6
1,10,125,71,0,3,2,17,1,F,6,0,P,0,584,1,274,31,15105,5,0,17,35,16,1,0,5,1,0.067,18.0,0.0,0.0,1,0,24.0,23,55,78.0,7,11.14,1,12.0,18.0,6.0,18.0,4,9,24,115,11.14,1,5
0,0,89,41,0,1,1,42,1,U,3,0,P,0,0,0,0,0,0,0,0,23,33,33,1,7,5,1,0.1,10.5,0.222,10.5,2,2,26.0,22,60,151.0,18,8.39,1,9.0,12.0,3.0,12.0,4,9,26,80,8.39,1,11
0,0,17,37,0,2,2,38,0,F,2,0,M,0,741,1,348,69,13611,4,3,27,14,19,0,0,2,1,0.2,25.0,0.5,25.0,1,1,17.0,6,14,25.0,1,25.0,3,0.0,25.0,25.0,25.0,5,11,17,17,25.0,3,1
0,0,53,77,0,2,2,36,1,F,2,1,B,9,441,0,215,53,9081,1,0,36,42,37,0,0,5,1,0.111,12.0,0.14300000000000002,9.0,2,1,19.0,13,32,36.0,4,9.0,1,10.0,15.0,5.0,15.0,5,11,19,47,9.0,1,2
0,0,53,45,0,2,1,34,1,F,6,1,B,2,709,1,362,77,19006,7,0,33,20,56,0,0,5,1,0.105,13.5,0.125,20.0,2,1,18.0,14,35,35.0,4,8.75,1,17.0,20.0,3.0,20.0,6,12,18,53,8.75,1,2
0,0,53,70,0,2,1,35,1,M,6,1,B,3,780,2,440,93,19817,8,0,41,10,55,0,0,5,1,0.071,16.0,0.0,0.0,1,0,26.0,12,32,26.0,2,13.0,2,6.0,16.0,10.0,16.0,4,9,26,53,13.0,2,1
0,0,77,61,0,2,1,35,0,U,5,1,P,0,535,1,223,81,11001,2,0,22,28,38,0,0,5,1,0.111,18.0,0.125,16.0,2,1,18.0,18,44,55.0,4,13.75,2,15.0,20.0,5.0,20.0,6,12,18,67,13.75,2,2
1,25,77,62,0,2,2,39,1,M,7,1,B,8,460,0,299,71,11756,3,6,49,50,20,0,0,5,2,0.095,25.0,0.1,25.0,2,1,23.0,23,58,126.0,8,15.75,3,20.0,25.0,5.0,25.0,6,13,23,77,15.75,3,2
0,0,89,74,0,2,3,41,1,F,6,1,B,16,428,0,96,44,7296,0,0,35,11,48,1,10,5,1,0.111,7.5,0.125,5.0,2,1,18.0,23,63,89.0,17,5.24,0,7.0,10.0,3.0,10.0,5,14,18,87,5.24,0,9
0,0,137,81,0,1,3,51,0,F,2,1,B,2,349,0,139,74,6308,0,4,25,46,39,1,1,6,2,0.17600000000000002,10.67,0.0,0.0,3,0,18.0,30,71,107.0,14,7.64,0,7.0,12.0,5.0,12.0,6,13,18,129,7.64,0,7
0,0,65,82,0,1,3,51,0,M,5,1,B,2,375,0,164,82,5813,0,0,27,17,23,0,0,5,3,0.235,10.0,0.25,10.0,4,2,16.0,17,44,62.0,7,8.86,1,5.0,10.0,5.0,10.0,6,12,16,65,8.86,1,4
0,0,77,48,0,1,2,43,0,M,2,1,B,5,400,0,204,86,8750,0,1,16,39,31,0,0,5,1,0.055999999999999994,100.0,0.0,0.0,1,0,15.0,16,43,170.0,3,56.67,3,80.0,100.0,20.0,100.0,5,14,15,76,56.67,3,1
0,0,113,77,0,2,2,40,1,M,7,0,P,0,522,1,181,57,11476,3,0,28,40,25,1,0,5,4,0.368,6.71,0.444,6.25,7,4,17.0,22,51,79.0,13,6.08,0,3.0,8.0,5.0,8.0,6,12,17,106,6.08,0,8
1,5,137,69,0,1,3,51,0,M,2,0,P,0,310,0,128,64,7656,0,0,28,38,28,1,1,6,2,0.263,8.4,0.4,8.75,5,4,17.0,32,76,109.0,19,5.74,0,18.0,20.0,2.0,20.0,6,13,17,122,5.74,0,16
0,0,77,76,0,1,2,43,0,F,2,0,P,0,423,0,129,60,9301,1,1,22,31,34,1,1,6,3,0.21100000000000002,7.5,0.3,8.33,4,3,15.0,22,54,122.0,16,7.63,0,5.0,10.0,5.0,5.0,5,11,15,69,7.63,0,8
0,0,29,49,0,2,2,36,0,F,2,0,N,0,334,0,136,67,6438,0,0,28,53,28,0,0,5,2,0.235,5.75,0.222,5.5,4,2,27.0,13,28,41.0,6,6.83,0,12.0,15.0,3.0,15.0,6,13,18,32,6.83,0,2
0,0,17,61,0,2,2,40,0,M,4,1,B,5,793,2,429,87,14470,5,4,23,35,32,0,0,3,2,0.28600000000000003,12.5,0.33299999999999996,10.0,2,1,16.0,7,17,25.0,2,12.5,2,5.0,15.0,10.0,15.0,5,12,16,21,12.5,2,1
0,0,65,59,0,2,2,39,0,M,3,1,N,0,519,1,260,81,10143,1,0,17,38,26,1,12,5,2,0.158,14.33,0.125,15.0,3,1,15.0,19,47,69.0,7,9.86,1,12.0,15.0,3.0,15.0,6,13,15,64,9.86,1,5
0,0,41,69,0,2,2,40,0,M,2,1,N,0,834,2,383,87,14187,5,0,27,54,15,1,0,5,1,0.19,29.0,0.364,29.0,4,4,16.0,17,43,176.0,7,25.14,3,30.0,40.0,10.0,16.0,5,13,16,44,25.14,3,5
1,20,101,24,0,1,2,49,1,M,7,1,P,0,724,1,322,87,11652,3,2,33,40,21,0,0,5,2,0.136,26.67,0.273,26.67,3,3,23.0,26,64,155.0,9,17.22,3,25.0,30.0,5.0,30.0,6,13,23,92,17.22,3,7
0,0,101,75,0,2,2,38,1,M,4,1,B,43,714,1,265,49,15724,6,0,45,29,33,0,0,5,4,0.2,10.0,0.111,10.0,4,1,15.0,25,66,100.0,13,7.69,0,5.0,10.0,5.0,10.0,6,15,15,101,7.69,0,4
0,0,29,55,0,5,1,1,0,M,1,1,B,2,1042,2,307,19,19342,7,0,9,0,85,1,0,5,4,0.41700000000000004,10.2,0.5,10.33,5,3,17.0,10,25,66.0,7,9.43,1,10.0,15.0,5.0,11.0,6,13,17,29,9.43,1,3
0,0,41,78,0,3,1,13,0,F,2,1,M,0,1202,2,447,73,19021,7,0,40,33,23,0,0,5,3,0.22699999999999998,10.2,0.091,11.0,5,1,16.0,18,39,75.0,9,8.33,1,6.0,11.0,5.0,11.0,7,14,16,44,8.33,1,3
0,0,77,86,0,4,3,30,0,F,4,1,P,0,1026,2,580,94,22593,8,0,30,31,24,1,13,5,1,0.048,17.0,0.0,0.0,1,0,18.0,23,59,90.0,8,11.25,2,12.0,17.0,5.0,17.0,6,14,18,75,11.25,2,3
0,0,89,49,0,3,1,13,1,F,7,1,P,0,1202,2,447,73,19021,7,0,40,33,23,0,0,5,4,0.3,8.33,0.0,0.0,6,0,16.0,19,46,84.0,13,6.46,0,9.0,11.0,2.0,11.0,4,8,16,79,6.46,0,1
1,5,89,49,0,5,4,10,0,F,2,0,N,0,375,0,145,50,8278,0,0,27,31,55,1,1,6,3,0.368,3.86,0.4,4.0,7,4,20.0,23,63,93.0,26,3.58,0,3.0,5.0,2.0,5.0,5,12,20,88,3.58,0,11
0,0,17,75,0,3,2,16,1,M,5,0,P,0,642,1,307,76,13853,5,0,36,13,52,0,0,3,3,0.33299999999999996,7.5,0.0,0.0,2,0,15.0,6,17,21.0,3,7.0,0,5.0,10.0,5.0,10.0,5,12,15,20,7.0,0,0
0,0,65,59,0,1,2,43,0,M,4,0,N,0,482,0,198,64,8287,0,0,30,35,23,1,1,6,3,0.22699999999999998,6.2,0.364,4.75,5,4,18.0,20,52,64.0,12,5.33,0,9.0,12.0,3.0,12.0,6,15,18,57,5.33,0,7
1,16,89,58,0,1,2,45,0,F,5,0,P,0,494,0,221,66,10505,2,0,26,24,38,1,0,5,1,0.059000000000000004,16.0,0.0,0.0,1,0,18.0,20,57,83.0,9,9.22,1,13.0,16.0,3.0,16.0,4,11,18,87,9.22,1,4
0,0,137,68,0,1,2,45,0,F,4,0,N,0,494,0,221,66,10505,2,0,26,24,38,1,0,5,2,0.231,10.0,0.4,10.0,3,2,16.0,16,45,90.0,18,5.0,0,8.0,10.0,2.0,10.0,4,10,16,128,5.0,0,8
0,0,89,83,0,1,2,43,0,F,2,0,P,0,451,0,224,74,10482,2,2,28,35,35,0,0,5,1,0.083,20.0,0.0,0.0,1,0,20.0,19,56,143.0,8,17.88,3,18.0,23.0,5.0,20.0,4,12,20,89,17.88,3,3
0,0,29,85,0,1,3,51,0,F,5,0,N,0,417,0,198,70,9496,1,0,26,27,33,0,0,5,1,0.14300000000000002,25.0,0.0,0.0,2,0,26.0,9,25,50.0,2,25.0,3,0.0,25.0,25.0,25.0,5,11,26,31,25.0,3,0
0,0,113,35,0,1,3,51,0,F,5,0,N,0,417,0,198,70,9496,1,0,26,27,33,1,0,5,1,0.095,17.5,0.1,15.0,2,1,16.0,27,61,109.0,8,13.63,2,10.0,20.0,10.0,20.0,6,14,16,103,13.63,2,6
0,0,53,53,0,3,2,17,1,M,4,1,B,6,636,1,313,58,11959,3,0,36,37,18,0,0,5,1,0.063,25.0,0.0,0.0,1,0,18.0,14,37,43.0,4,10.75,1,20.0,25.0,5.0,25.0,6,12,18,53,10.75,1,2
0,0,41,39,0,1,3,51,1,M,4,0,P,0,380,0,190,81,8377,0,0,29,21,37,0,0,5,1,0.1,22.5,0.111,20.0,2,1,26.0,14,34,48.0,3,16.0,3,22.0,25.0,3.0,25.0,5,10,26,44,16.0,3,2
0,0,29,43,0,5,3,8,0,F,4,0,P,0,606,1,214,22,8247,0,0,27,18,48,0,0,5,1,0.154,27.5,0.16699999999999998,25.0,2,1,15.0,10,23,55.0,2,27.5,3,5.0,30.0,25.0,30.0,5,12,15,29,27.5,3,1
0,0,41,52,0,5,4,10,1,M,2,1,B,8,203,0,91,41,5581,0,0,32,25,25,1,1,6,2,0.158,13.0,0.1,10.0,3,1,19.0,16,36,67.0,7,9.57,1,17.0,20.0,3.0,20.0,6,13,19,43,9.57,1,2
1,10,137,77,0,3,2,20,0,F,4,0,N,0,307,0,159,78,7110,0,0,29,20,33,1,1,6,2,0.095,20.0,0.1,20.0,2,1,24.0,36,84,306.0,29,10.55,1,22.0,25.0,3.0,20.0,6,12,24,128,10.55,1,16
1,10,29,59,0,1,1,42,0,M,7,0,N,0,793,2,366,76,14061,5,0,32,39,25,0,0,5,3,0.28600000000000003,9.25,0.33299999999999996,10.5,4,2,23.0,10,25,37.0,4,9.25,1,6.0,11.0,5.0,10.0,6,12,23,32,9.25,1,2
1,11,89,74,0,1,3,51,0,F,4,0,N,0,453,0,215,76,9722,1,0,28,32,31,1,1,6,3,0.235,11.5,0.222,11.0,4,2,18.0,20,48,133.0,12,11.08,1,3.0,13.0,10.0,13.0,4,8,18,86,11.08,1,7
1,10,101,62,0,1,3,51,0,F,4,0,P,0,453,0,215,76,9722,1,0,28,32,31,1,1,6,3,0.263,10.0,0.4,10.0,5,4,19.0,24,58,108.0,13,8.31,1,8.0,11.0,3.0,10.0,6,13,19,93,8.31,1,10
0,0,29,45,0,4,3,30,1,F,2,0,B,7,390,0,257,75,11072,2,0,42,27,49,0,0,5,1,0.154,15.0,0.33299999999999996,15.0,2,2,16.0,10,23,30.0,2,15.0,2,10.0,20.0,10.0,20.0,5,12,16,28,15.0,2,2
0,0,41,73,0,4,2,28,1,M,2,1,B,7,432,0,266,83,12009,3,1,42,14,50,0,0,5,1,0.059000000000000004,15.0,0.14300000000000002,15.0,1,1,21.0,11,29,27.0,3,9.0,1,10.0,15.0,5.0,15.0,4,10,21,40,9.0,1,2
0,0,89,70,0,4,2,27,1,M,4,1,B,20,406,0,260,72,13017,4,3,36,37,27,0,0,5,1,0.136,17.33,0.273,17.33,3,3,16.0,24,60,109.0,8,13.63,2,13.0,18.0,5.0,18.0,6,16,16,80,13.63,2,7
1,10,125,70,0,4,2,28,1,F,3,1,B,42,492,0,332,74,21410,8,0,40,27,40,1,0,5,2,0.19,9.5,0.3,9.33,4,3,17.0,30,73,135.0,16,8.44,1,15.0,18.0,3.0,11.0,6,15,17,126,8.44,1,12
1,12,137,71,0,4,3,33,0,M,1,1,B,6,428,0,166,46,13608,4,0,30,11,67,1,1,6,4,0.364,10.5,0.6,10.67,4,3,16.0,20,55,147.0,16,9.19,1,8.0,13.0,5.0,12.0,4,9,16,130,9.19,1,13
0,0,77,76,0,4,3,30,1,F,2,0,P,0,407,0,244,75,10855,2,0,48,17,53,1,0,5,2,0.136,19.0,0.091,21.0,3,1,16.0,23,57,127.0,11,11.55,2,16.0,21.0,5.0,21.0,6,13,16,76,11.55,2,5
0,0,137,47,0,2,2,39,1,F,5,1,B,12,547,1,375,86,12837,4,0,30,45,30,1,10,5,1,0.1,9.0,0.222,9.0,2,2,32.0,31,80,176.0,22,8.0,0,8.0,11.0,3.0,10.0,5,12,18,130,8.0,0,13
0,0,17,58,0,1,1,42,0,F,5,1,B,1,975,2,479,79,18509,7,0,42,22,38,0,0,3,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,21.0,5,13,15.0,1,15.0,2,0.0,15.0,15.0,15.0,3,8,21,21,15.0,2,1
1,5,77,51,0,1,1,42,1,M,7,0,P,0,838,2,404,93,17321,7,0,42,22,38,1,1,6,4,0.28600000000000003,5.0,0.545,5.0,6,6,16.0,22,53,73.0,15,4.87,0,2.0,5.0,3.0,5.0,6,13,16,68,4.87,0,10
0,0,77,77,0,2,3,41,0,F,2,1,B,10,304,0,125,50,8341,0,0,20,0,40,1,1,6,1,0.15,14.67,0.111,20.0,3,1,27.0,20,51,94.0,8,11.75,2,15.0,20.0,5.0,20.0,6,12,20,76,11.75,2,5
0,0,113,83,0,2,2,36,0,F,5,1,B,0,339,0,173,76,9105,1,0,36,37,20,1,4,5,1,0.23800000000000002,9.6,0.2,9.0,5,2,16.0,30,78,285.0,33,8.64,1,11.0,12.0,1.0,10.0,5,12,16,113,8.64,1,15
0,0,17,50,0,4,3,30,0,F,2,0,M,5,387,0,238,68,9728,1,0,25,16,61,0,0,2,1,0.2,15.0,0.5,15.0,1,1,16.0,5,13,15.0,1,15.0,2,0.0,15.0,15.0,15.0,4,10,16,16,15.0,2,1
0,0,29,45,0,1,2,43,0,F,5,0,P,0,426,0,192,78,8407,0,0,23,29,35,0,0,3,1,0.1,20.0,0.25,20.0,1,1,24.0,6,15,20.0,1,20.0,3,0.0,20.0,20.0,20.0,3,7,24,24,20.0,3,1
0,0,29,63,0,1,3,51,1,F,1,0,P,0,412,0,199,83,8300,0,0,27,32,33,0,0,5,1,0.33299999999999996,9.0,0.0,0.0,2,0,18.0,4,15,18.0,2,9.0,1,12.0,15.0,3.0,15.0,4,10,18,32,9.0,1,0
0,0,101,83,0,2,2,39,1,M,3,1,B,3,433,0,248,84,10267,1,0,26,36,27,1,1,6,3,0.318,15.43,0.455,17.6,7,5,22.0,28,77,458.0,38,12.05,2,37.0,41.0,4.0,13.0,6,14,22,93,12.05,2,17
0,0,41,47,0,1,3,51,1,M,7,0,P,0,300,0,138,75,7311,0,0,22,28,38,0,0,5,1,0.111,15.0,0.0,0.0,2,0,15.0,12,28,35.0,4,8.75,1,18.0,20.0,2.0,20.0,5,11,15,40,8.75,1,1
0,0,89,67,0,1,3,51,0,F,3,0,P,0,261,0,93,71,4859,0,0,18,33,40,0,0,5,2,0.111,13.0,0.125,10.0,2,1,16.0,19,54,88.0,8,11.0,1,11.0,16.0,5.0,16.0,5,14,16,80,11.0,1,4
0,0,125,77,0,1,2,44,0,M,5,0,N,0,495,0,169,73,7403,0,0,20,59,19,1,1,6,3,0.294,5.0,0.375,5.0,5,3,16.0,28,66,83.0,20,4.15,0,3.0,5.0,2.0,5.0,5,12,16,125,4.15,0,10
0,0,101,77,0,2,2,39,0,F,3,0,P,0,402,0,173,73,7483,0,0,30,26,41,1,0,5,1,0.055999999999999994,15.0,0.0,0.0,1,0,16.0,26,66,133.0,14,9.5,1,10.0,15.0,5.0,15.0,5,12,16,103,9.5,1,6
1,10,101,35,0,1,3,51,0,F,1,1,B,1,253,0,89,79,5372,0,0,29,20,58,1,0,5,1,0.095,18.0,0.1,16.0,2,1,25.0,25,62,122.0,9,13.56,2,15.0,20.0,5.0,20.0,6,11,25,95,13.56,2,4
0,0,89,51,0,1,2,43,1,U,4,0,B,0,455,0,143,67,9378,1,1,22,26,33,0,0,5,1,0.11800000000000001,12.5,0.125,10.0,2,1,27.0,18,47,55.0,6,9.17,1,12.0,15.0,3.0,15.0,4,9,27,81,9.17,1,2
1,4,137,53,0,1,3,51,1,F,3,0,P,0,240,0,99,77,6133,0,0,18,8,46,1,1,6,4,0.429,3.78,0.455,4.0,9,5,16.0,30,67,75.0,23,3.26,0,4.0,5.0,1.0,2.0,6,12,16,123,3.26,0,13
0,0,77,45,0,1,3,51,1,F,4,0,P,0,242,0,90,80,4765,0,0,14,12,37,0,0,5,1,0.083,15.0,0.0,0.0,1,0,26.0,14,39,31.0,3,10.33,1,10.0,15.0,5.0,15.0,4,9,26,68,10.33,1,1
0,0,125,84,0,1,2,44,0,F,3,1,B,0,224,0,138,79,7051,0,0,27,37,18,1,5,5,1,0.095,21.0,0.1,21.0,2,1,23.0,30,70,193.0,14,13.79,2,16.0,21.0,5.0,21.0,6,12,23,124,13.79,2,7
0,0,41,49,0,1,2,49,0,F,1,0,P,0,477,0,230,80,11015,2,0,23,26,27,0,0,5,1,0.091,20.0,0.091,20.0,2,1,19.0,17,41,80.0,4,20.0,3,0.0,20.0,20.0,20.0,6,12,19,45,20.0,3,2
1,7,113,86,0,1,3,51,0,F,2,0,P,0,283,0,149,81,7466,0,0,15,26,22,1,1,6,3,0.35700000000000004,7.6,0.444,8.0,5,4,17.0,27,65,138.0,27,5.11,0,13.0,15.0,2.0,15.0,4,7,17,111,5.11,0,13
0,0,41,61,0,1,2,43,0,M,5,1,N,0,481,0,192,73,9540,1,0,19,32,33,1,0,5,2,0.136,28.33,0.273,28.33,3,3,20.0,17,41,155.0,6,25.83,3,20.0,40.0,20.0,30.0,6,13,18,44,25.83,3,4
1,5,137,56,0,1,3,51,0,M,3,0,N,0,318,0,149,78,7827,0,0,19,42,35,1,1,6,3,0.21100000000000002,5.0,0.0,0.0,4,0,18.0,30,71,97.0,22,4.41,0,5.0,7.0,2.0,5.0,5,11,18,130,4.41,0,13
0,0,29,63,0,1,3,51,0,M,2,0,P,0,318,0,149,78,7827,0,0,19,42,35,1,1,6,3,0.35700000000000004,5.2,0.33299999999999996,4.0,5,2,15.0,10,25,26.0,5,5.2,0,7.0,10.0,3.0,10.0,5,12,15,33,5.2,0,2
0,0,113,78,0,1,3,51,0,U,1,0,N,0,209,0,118,79,5719,0,0,20,31,37,1,1,6,3,0.222,4.25,0.3,5.0,4,3,20.0,25,60,76.0,24,3.17,0,4.0,5.0,1.0,2.0,4,9,20,105,3.17,0,13
0,0,17,27,0,4,2,28,0,M,6,1,B,1,724,1,204,52,12021,3,2,19,0,82,0,0,2,1,0.2,20.0,0.0,0.0,1,0,19.0,5,13,20.0,1,20.0,3,0.0,20.0,20.0,20.0,4,10,19,19,20.0,3,0
0,0,77,42,0,1,2,43,0,M,2,0,B,0,685,1,261,62,12137,3,0,17,37,28,0,0,5,3,0.2,9.5,0.182,9.0,4,2,18.0,24,56,119.0,14,8.5,1,5.0,10.0,5.0,10.0,6,13,18,76,8.5,1,7
0,0,41,41,0,1,3,51,0,F,5,1,N,0,262,0,130,77,6836,0,0,22,21,42,1,1,6,3,0.3,12.5,0.5,12.2,6,5,23.0,15,37,104.0,9,11.56,2,15.0,18.0,3.0,18.0,6,15,23,40,11.56,2,6
0,0,41,52,0,1,2,43,1,F,1,0,P,0,341,0,159,76,7542,0,0,24,31,28,1,1,6,4,0.33299999999999996,6.86,0.545,7.0,7,6,20.0,17,38,59.0,10,5.9,0,8.0,11.0,3.0,8.0,6,12,20,44,5.9,0,8
0,0,137,50,0,1,3,51,0,F,7,0,N,0,346,0,152,71,7227,0,1,22,42,27,0,0,5,1,0.053,15.0,0.0,0.0,1,0,27.0,26,52,57.0,5,11.4,2,7.0,15.0,8.0,15.0,4,10,27,112,11.4,2,2
0,0,113,46,0,1,3,51,0,F,5,0,N,0,198,0,121,81,5708,0,0,20,38,37,1,1,6,4,0.33299999999999996,4.17,0.222,3.75,6,2,18.0,25,59,51.0,14,3.64,0,3.0,5.0,2.0,4.0,6,14,15,105,3.64,0,6
1,6,29,53,0,1,3,51,0,M,2,0,P,0,224,0,138,79,7051,0,0,25,39,25,0,0,5,4,0.375,5.33,0.429,5.67,6,3,18.0,9,22,32.0,6,5.33,0,4.0,7.0,3.0,7.0,4,7,18,32,5.33,0,3
0,0,101,84,0,1,2,43,0,F,3,1,B,0,543,1,250,86,11295,2,0,38,51,28,1,0,5,4,0.273,7.33,0.364,7.5,6,4,19.0,26,67,139.0,22,6.32,0,7.0,10.0,3.0,10.0,6,13,19,88,6.32,0,9
0,0,137,86,0,4,2,28,1,M,2,1,B,8,324,0,211,66,11309,2,0,41,19,28,1,1,6,2,0.158,12.67,0.1,15.0,3,1,19.0,29,66,106.0,12,8.83,1,11.0,15.0,4.0,10.0,6,14,18,119,8.83,1,5
0,0,41,80,0,2,2,40,0,M,6,1,N,0,565,1,231,74,10740,2,1,33,53,8,1,0,5,4,0.278,6.0,0.33299999999999996,6.67,5,3,19.0,15,35,35.0,6,5.83,0,5.0,10.0,5.0,5.0,6,13,19,44,5.83,0,4
0,0,113,79,0,2,1,35,1,F,5,0,B,6,632,1,331,84,16081,6,0,31,32,26,1,1,6,3,0.263,3.4,0.222,4.0,5,2,18.0,26,67,73.0,25,2.92,0,4.0,5.0,1.0,5.0,6,13,18,105,2.92,0,11
0,0,137,67,0,2,2,40,0,M,5,0,N,0,635,1,357,76,22395,8,0,36,22,22,1,1,6,2,0.067,10.0,0.0,0.0,1,0,25.0,28,69,120.0,14,8.57,1,12.0,15.0,3.0,15.0,6,14,18,126,8.57,1,11
1,4,77,65,0,1,2,45,1,F,2,1,B,1,463,0,225,83,11650,3,0,35,26,37,0,0,5,4,0.381,4.13,0.455,3.8,8,5,16.0,21,50,59.0,16,3.69,0,4.0,6.0,2.0,4.0,6,13,16,67,3.69,0,6
0,0,137,56,0,1,2,48,1,M,5,1,B,4,456,0,214,76,13243,4,0,33,25,41,1,5,5,1,0.095,15.0,0.1,10.0,2,1,26.0,30,68,97.0,11,8.82,1,15.0,20.0,5.0,20.0,5,10,26,127,8.82,1,8
